劉邦,1141,1141,-7784,名詞,固有名詞,人名,一般,*,*,劉邦,リュウホウ,リューホー
ひで,1142,1142,-5296,名詞,固有名詞,人名,名,*,*,ひで,ヒデ,ヒデ
ＣＨＩＹＯＤＡ,1146,1146,-4732,名詞,固有名詞,組織,*,*,*,ＣＨＩＹＯＤＡ,チヨダ,チヨダ
ＨＩＯＫＩ,1146,1146,-4728,名詞,固有名詞,組織,*,*,*,ＨＩＯＫＩ,ヒオキ,ヒオキ
ＳＡＮＫＹＯ,1146,1146,-4671,名詞,固有名詞,組織,*,*,*,ＳＡＮＫＹＯ,サンキョウ,サンキョー
ＹＵＡＳＡ,1146,1146,-4629,名詞,固有名詞,組織,*,*,*,ＹＵＡＳＡ,ユアサ,ユアサ
Ｋｉｓｓ,1146,1146,-4609,名詞,固有名詞,組織,*,*,*,Ｋｉｓｓ,キス,キス
ＭＩＳＵＭＩ,1146,1146,-4496,名詞,固有名詞,組織,*,*,*,ＭＩＳＵＭＩ,ミスミ,ミスミ
ＡＳＴＩ,1146,1146,-4408,名詞,固有名詞,組織,*,*,*,ＡＳＴＩ,アスティ,アスティ
ＮＥＷＳ,1146,1146,-4367,名詞,固有名詞,組織,*,*,*,ＮＥＷＳ,ニュース,ニュース
ＶＷ,1146,1146,-4347,名詞,固有名詞,組織,*,*,*,ＶＷ,フォルクスワーゲン,フォルクスワーゲン
ＳＨＩＮＰＯ,1146,1146,-4285,名詞,固有名詞,組織,*,*,*,ＳＨＩＮＰＯ,シンポ,シンポ
ＪＥＴＲＯ,1146,1146,-4265,名詞,固有名詞,組織,*,*,*,ＪＥＴＲＯ,ジェトロ,ジェトロ
ＪＲ西日本,1146,1146,-4261,名詞,固有名詞,組織,*,*,*,ＪＲ西日本,ジェイアールニシニホン,ジェイアールニシニホン
Ｂｅ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,Ｂｅ,ビー,ビー
ＡＰ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＰ,エイピー,エイピー
ＥＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＥＣ,イーシー,イーシー
ＥＵ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＥＵ,イーユー,イーユー
ＦＳ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＦＳ,エフエス,エフエス
Ｇ２,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,Ｇ２,ジーツー,ジーツー
ＧＭ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＧＭ,ジーエム,ジーエム
ＭＫ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＭＫ,エムケイ,エムケイ
ＰＫ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＰＫ,ピーケイ,ピーケイ
ＢＴ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＢＴ,ビーティー,ビーティー
Ｇ７,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,Ｇ７,ジーセブン,ジーセブン
ＪＡ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＡ,ジェイエイ,ジェイエイ
ＪＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＣ,ジェイシー,ジェイシー
Ｎ響,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,Ｎ響,エヌキョウ,エヌキョー
ＴＩ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＴＩ,ティーアイ,ティーアイ
ＩＸ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＩＸ,アイエックス,アイエックス
ＪＲ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＲ,ジェイアール,ジェイアール
ＪＴ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＴ,ジェイティー,ジェイティー
ＩＤＯ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＩＤＯ,イドー,イドー
ＪＡＦ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＡＦ,ジャフ,ジャフ
ＪＡＬ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＡＬ,ジャル,ジャル
ＪＡＳ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＪＡＳ,ジャス,ジャス
ＫＯＡ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＫＯＡ,コーア,コーア
Ｇ１０,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,Ｇ１０,ジーテン,ジーテン
ＡＢＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＢＣ,エイビーシー,エイビーシー
ＡＦＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＦＣ,エイエフシー,エイエフシー
ＡＦＰ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＦＰ,エイエフピー,エイエフピー
ＡＩＧ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＩＧ,エイアイジー,エイアイジー
ＡＮＡ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＮＡ,エイエヌエイ,エイエヌエイ
ＡＮＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＮＣ,エイエヌシー,エイエヌシー
ＡＳＡ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＳＡ,エイエスエイ,エイエスエイ
ＡＶＦ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＡＶＦ,エイブイエフ,エイブイエフ
ＢＡｅ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＢＡｅ,ビーエイイー,ビーエイイー
ＢＢＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＢＢＣ,ビービーシー,ビービーシー
ＣＢＳ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＣＢＳ,シービーエス,シービーエス
ＣＧＣ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＣＧＣ,シージーシー,シージーシー
ＣＩＡ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＣＩＡ,シーアイエイ,シーアイエイ
ＣＩＳ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＣＩＳ,シーアイエス,シーアイエス
ＣＭＥ,1146,1146,-4260,名詞,固有名詞,組織,*,*,*,ＣＭＥ,シーエムイー,シーエムイー
